send_dt,send_time,send_number,category,text,emails_sent,emails_delivered,undeliverable,total_clicks,unique_clicks,unique_opens,unsubscribes,unique_complaints,total_complaints,gifts,revenue,Audience
2/24/2022,10:00:42 PM,1.0,Engagement," Charitable
""""""

Q: How do you feel about your writing? Are you confident in it? If not, why not? What would help improve it? (If applicable) 
A: Confident. I'm a writer by",46588,46588,610.0,301.0,243,10232,48,26.0,27.0,65.0,13588.46,Other
2/24/2022,10:00:42 PM,1.0,Engagement," ""Hello, my name is [name] and I'm a volunteer at [charity]. We are a non-profit organization that helps people in need. Our goal is to help the poor and disadvantaged. To do this we rely on donations from",80920,80920,1457.0,287.0,232,5819,108,31.0,29.0,47.0,8455.64,Other
2/24/2022,10:00:41 PM,1.0,Engagement,"

""Dear [name],
We are a non-profit charity that helps people in need. We were founded by [person] because they saw the problems faced by [people] and wanted to do something about it. They had no money",43364,43364,1374.0,243.0,167,5527,57,16.0,16.0,33.0,8536.51,Other
2/24/2022,9:00:48 PM,1.0,Engagement,"

""Dear Colleague,

We are writing to ask you for your support in helping us continue our important work. We have recently lost a large grant and we need help from people like you to keep the doors open at XYZ Center",143743,143743,2362.0,898.0,684,25960,176,104.0,105.0,197.0,37193.04,Other
2/24/2022,9:00:58 PM,1.0,Engagement," ""Dear Sir,
I am writing to you on behalf of the Save The Children Fund (SCF), a US based non-profit charity working for the betterment of the lives of children in developing countries. We are currently focusing our efforts on",51268,51268,438.0,329.0,291,13351,85,46.0,44.0,39.0,6977.93,Non Donors
2/24/2022,9:00:56 PM,1.0,Engagement," ""Subject: (Name of Charity) is in desperate need of your help.""
""""""
B: ""Subject: Please Help (Name of Charity).""
""""""
C: ""Subject: Your support needed now more than ever.""
""""""

",119755,119755,1567.0,830.0,569,31337,142,28.0,28.0,124.0,25820.0,Field Partners
2/24/2022,9:00:44 PM,1.0,Engagement," ""I am writing to ask for your support of our charity's work. We are a non-profit organization working with the poor in rural India and we have just completed a new school building that will serve 600 students next year.""

Q:",70392,70392,335.0,138.0,127,13462,103,33.0,32.0,23.0,7388.36,PNB
2/24/2022,9:00:56 PM,1.0,Engagement," We can use the subject line: ""Your gift will make a difference""

Q: What is the best way to thank someone for their donation? 
A: We can say, “We are grateful” or “Thank",12426,12001,310.0,254.0,197,1218,40,9.0,9.0,123.0,25850.29,First Levels
2/24/2022,9:00:58 PM,1.0,Engagement," Yes. I can write a sample subject line for an email from a non-profit charity asking for support that will be Passionate.
""""

Q: Can you write a sample subject line for an email from a business asking their customers to",51213,51213,1775.0,488.0,351,11428,96,27.0,27.0,139.0,21760.43,Lapsed Donors
2/24/2022,9:00:46 PM,1.0,Engagement,"

B:
""I'm writing to express my concern about the famine in Africa. I hope you will be able to help.""
""""""

",45409,45409,550.0,186.0,94,10254,100,29.0,29.0,137.0,24428.2,Partners
6/14/2022,6:00:54 PM,2.0,Engagement,"

Subject: Please support this important cause!
Dear, <<First Name>>,
I hope all is well with you. I'm writing to ask for your help in supporting an important cause. Our organization has been working hard on raising funds",46712,46712,805.0,27.0,29,4442,29,37.0,36.0,74.0,10924.8,First Levels
6/14/2022,6:00:56 PM,2.0,Engagement,"

""Hi there, my name is Joe Smith. I'm a volunteer at charity X and I'm writing to you today because we're trying to raise money for our cause. We are in desperate need of financial support and would greatly appreciate if",155571,155571,707.0,789.0,712,34297,108,32.0,31.0,76.0,16656.94,Lapsed Donors
6/14/2022,6:01:07 PM,2.0,Engagement," ""I just read about your organization in The New York Times. I'd like to support what you're doing.""
""""""

Q: ""How do we get people who are not our customers to talk about us?""
A: ""The",109123,109123,1313.0,325.0,219,16580,185,37.0,40.0,10.0,956.06,Non Donors
6/14/2022,6:00:44 PM,2.0,Engagement,"

B:

C:

",129336,129336,688.0,395.0,272,24083,126,46.0,48.0,31.0,11076.71,Partners
6/14/2022,6:00:54 PM,2.0,Engagement," ""I am writing to you because I want your help. It is very important that we work together on this.""

Q: ""If you were a non-profit organization, how would you ask for support from one of the world's richest",37964,37964,656.0,577.0,379,13884,81,31.0,30.0,65.0,15989.3,Field Partners
3/11/2022,5:00:54 PM,1.0,Fundraising," I would write a subject line like this:
""Heartfelt appeal for support from your charity.""
""""""

",72540,72540,157.0,354.0,306,11995,72,32.0,33.0,181.0,35807.55,Other
3/11/2022,5:00:46 PM,1.0,Fundraising," ""Subject: Donate Now to Help the Children""

B: ""Subject: Please donate now!""

C: ""Subject: Make a donation today!""

",132162,132162,2318.0,824.0,569,11711,172,73.0,72.0,124.0,22991.53,Partners
3/11/2022,5:00:44 PM,1.0,Fundraising,"

""I am writing to ask you for a donation. As you may know, ""Children's Hospital of Los Angeles"" is one of the largest children’s hospital in the United States and provides care at no charge to over 1 million",30460,30460,526.0,165.0,126,6536,68,9.0,9.0,102.0,20497.37,PNB
9/13/2021,9:32:55 PM,1.0,Engagement," ""Dear Sir/Madam,
We are a non-profit charity organization that helps the poor and needy. We work for their betterment by providing them food, shelter, education and medical care.
Our mission is to make this world a",124189,124189,2179.0,1001.0,775,21805,172,61.0,63.0,112.0,11623.62,Non Donors
9/13/2021,9:32:43 PM,1.0,Engagement,"

""""""Dear Sir/Madam,
I am writing to you on behalf of the World Wildlife Fund (WWF) in India. WWF is one of the world's largest and most respected independent conservation organizations, with over 5 million supporters worldwide",51724,51724,786.0,116.0,87,13883,102,20.0,20.0,43.0,14123.53,First Levels
9/13/2021,9:32:41 PM,1.0,Engagement," ""Dear Sir/Madam,
I am writing to you on behalf of the [name] non-profit organization. We are a small charity with limited resources and we need your help in order to continue our good work.
Our mission is",132484,132484,1866.0,615.0,419,24999,192,64.0,65.0,78.0,17135.11,First Levels
9/13/2021,9:32:54 PM,1.0,Engagement,"

B:

C:

",5688,5688,39.0,9.0,8,907,6,8.0,9.0,2.0,495.36,Lapsed Donors
8/7/2020,10:35:42 PM,1.0,Appeal,"

""Dear Mr. Smith,
I am writing to you on behalf of the African Wildlife Foundation (AWF), an international non-profit organization that works in partnership with governments and local communities across Africa to ensure a future for wildlife and wild",72548,72548,632.0,294.0,280,9131,77,44.0,45.0,45.0,9470.43,Lapsed Donors
8/7/2020,10:40:43 PM,1.0,Appeal," """"Dear Sir/Madam,
We are a non-profit organization. We do not have any economic interests or political motives. Our sole purpose is to help refugees and the needy in our country. Our mission is to provide aid for those who",11527,11527,115.0,75.0,30,3494,23,6.0,6.0,56.0,9468.5,Partners
8/7/2020,10:35:42 PM,1.0,Appeal," ""Dear [First Name],
Thank you for your message. I am very sorry to hear about the situation in [country]. Please let me know if there is anything I can do to help.""
I read this question, and immediately thought of",162152,162152,3499.0,1113.0,769,27586,279,93.0,94.0,81.0,15330.86,Lapsed Donors
8/7/2020,10:40:43 PM,1.0,Appeal,"

Subject: Urgent appeal for solidarity and support from the people of China!
Dear friends, citizens, colleagues, etc.,
It is with great concern that we have to ask you to join us in our campaign against the new regulations of",92645,92645,986.0,251.0,182,16901,140,43.0,44.0,39.0,6788.33,Field Partners
8/7/2020,10:30:59 PM,1.0,Appeal,"

Dear [Name],

I would like to thank you for your email. I am very happy to hear that the organization is doing well, and it's great that you are thinking about ways to get more people involved in helping others.",152817,152817,1761.0,608.0,516,24453,151,40.0,41.0,147.0,27591.83,Lapsed Donors
8/7/2020,10:35:54 PM,1.0,Appeal," ""Dear Sir/Madam,
We are a non-profit organization in the field of education. We have been working for more than three years to provide quality education for children from underprivileged families.
The aim of our project is to",288164,288164,3494.0,1096.0,956,52526,439,128.0,129.0,257.0,47005.97,Non Donors
8/7/2020,10:30:59 PM,1.0,Appeal,"

Dear Sir/Madam,
I am writing to you on behalf of the _________ Foundation. The foundation is a non-profit organization that provides support for people in need and helps them improve their lives. It was created by a",95551,95551,2082.0,642.0,583,24348,177,43.0,43.0,32.0,6362.29,First Levels
8/7/2020,10:40:37 PM,1.0,Appeal,"

Subject: We need your help!
Hello, my name is Jane Doe. I'm a volunteer for the Red Cross and I'm reaching out to you because I think we can work together on something really important. There's a huge disaster",127724,127724,2089.0,573.0,526,32773,245,103.0,103.0,262.0,40820.94,PNB
5/28/2021,2:00:45 PM,3.0,Fundraising,"

B:
""""""
In the first email, you are being asked to donate money. In the second one, you are being asked to donate your time and effort. The difference is subtle but crucial.

",78891,78891,304.0,580.0,471,18467,107,47.0,48.0,77.0,8773.48,First Levels
5/28/2021,2:08:43 PM,3.0,Fundraising,"

B:

C:

",11988,11988,36.0,82.0,87,1963,27,3.0,3.0,8.0,1831.59,Lapsed Donors
5/28/2021,2:07:46 PM,3.0,Fundraising,"
Dear _________,
Thank you so much for your generous donation to the American Cancer Society. Your support helps us fund research and provide free information on how to prevent cancer. We are grateful for your gift of $100!
Your generosity",102990,102990,1123.0,432.0,365,20325,231,51.0,53.0,72.0,10563.39,First Levels
5/28/2021,2:09:34 PM,3.0,Fundraising,"

B:

C:

",205090,205090,2178.0,817.0,619,31812,231,62.0,63.0,81.0,19843.64,Non Donors
5/26/2021,7:08:41 PM,1.0,Fundraising," ""Hi,
I am an employee of the non-profit organization ""NonProfit"" and I have a question about your donation. We are trying to raise money for our cause by asking people in the community to donate $10 or more towards",164726,164726,1666.0,608.0,512,30868,202,74.0,75.0,16.0,1771.06,Lapsed Donors
5/26/2021,7:07:38 PM,1.0,Fundraising,"

""Dear [Name],<br>
I am writing to ask you for a donation. <br>
[Description of the cause]<br>
Our organization is dedicated to helping [describe the people/group helped].",59962,59962,876.0,691.0,576,15422,58,16.0,16.0,108.0,19832.71,Field Partners
5/26/2021,7:09:40 PM,1.0,Fundraising," ""The tone of the email should be Daring.
""I'm not a big fan of charities.""
""""""

",12023,12023,145.0,166.0,81,3561,6,8.0,8.0,40.0,6417.78,Non Donors
5/26/2021,7:08:34 PM,1.0,Fundraising,"

What is the tone of this email?
""""""
A: 
Passionate. It uses words like ""urgent"" and ""desperate.""

",117367,117367,1276.0,143.0,89,24359,191,36.0,36.0,5.0,398.65,First Levels
5/28/2021,5:00:48 PM,1.0,Fundraising,"

""Dear Sir/Madam,
I am writing to ask you for your support in raising funds for a charity close to my heart. I have been involved with this wonderful cause and the work they do has changed my life forever. This",115973,115973,1051.0,404.0,352,26304,97,20.0,21.0,60.0,7819.4,Partners
5/26/2021,7:00:42 PM,1.0,Fundraising,"

Dear [name],<br>
I am writing to you as a supporter of the [charity name] and I hope that you will consider making a donation. As a friend of this charity, I know how important it is to",81602,81602,2190.0,801.0,514,22469,192,68.0,70.0,214.0,38674.8,First Levels
5/26/2021,7:08:32 PM,1.0,Fundraising," I don't know what you mean by a ""non-profit charity."" I have never been asked for money in the name of charity. If that's what you're asking, then my answer is no.
Have you ever written an email to",183000,183000,1767.0,584.0,506,39801,312,88.0,91.0,66.0,14988.06,First Levels
5/28/2021,5:05:43 PM,1.0,Fundraising," ""Hi, how are you?
I am writing to ask for a donation.
Would you mind donating $10 to our cause?
We will be using the money to buy blankets and food for homeless people in your city.""
Please help",4350,4105,159.0,12.0,6,1320,1,2.0,2.0,36.0,13007.1,Partners
5/27/2021,8:34:36 PM,2.0,Fundraising,"

Subject: I'm a big fan of your work! (warm)
Dear [Name],
I'm a big fan of your work! As you know, the world can be an ugly place. But it's nice to see that",165977,165977,1310.0,687.0,550,24280,184,79.0,80.0,138.0,34194.64,First Levels
5/27/2021,8:35:38 PM,2.0,Fundraising,"

The tone of the email should be Exciting. I can write a sample subject line for an email from a non-profit charity asking for a donation: ""Donate now!""

""""""
",17318,17318,120.0,50.0,39,2621,42,3.0,3.0,80.0,11256.42,Non Donors
5/27/2021,8:34:46 PM,2.0,Fundraising," ""I can't think of a good example off the top of my head, but I'm sure you could find plenty if you looked.""

Q: ""What is your favourite type of beer?""
A: ""My favorite beer is Guinness",19027,19027,806.0,188.0,113,2346,11,2.0,2.0,16.0,4673.78,Lapsed Donors
5/27/2021,8:34:36 PM,2.0,Fundraising," I can't. I'm not a writer, and I don't have the skills to write something like that. If you're looking for someone who has those skills, there are people here on HubPages who do freelance writing work, or you could",33535,33535,539.0,475.0,354,8519,64,11.0,11.0,7.0,1391.23,First Levels
5/27/2021,8:30:39 PM,2.0,Fundraising,"

""Dear Mr. Smith,
I am writing to you on behalf of the ""Killer Whale Protection Society"". Our mission is to protect killer whales from extinction and we are currently raising funds for our latest project – a campaign which aims at",30782,30782,686.0,400.0,262,4959,51,14.0,15.0,87.0,20385.87,First Levels
10/16/2020,11:00:58 PM,1.0,Cultivation,"

""Dear Sir/Madam,
I am writing to you on behalf of the Save The Children charity. We are a non-profit organization that helps children in Africa and Asia who have been affected by war or natural disasters. Our organization",6198,6198,10.0,142.0,101,1498,18,6.0,6.0,35.0,6229.06,Field Partners
10/16/2020,11:00:51 PM,1.0,Cultivation," The tone of the email should be Reassuring.
""""""

A: The tone of the email should be Reassuring. It could read something like this: ""I'm sorry to hear you're not feeling well! I hope you",117918,117918,2341.0,447.0,332,12759,187,56.0,57.0,54.0,12561.78,Partners
10/16/2020,11:00:41 PM,1.0,Cultivation," ""Hi [name],

I'm writing to you on behalf of [charity name]. We are a non-profit organization that helps provide children with the education and resources they need to succeed. Our goal is for every child in the world",87348,87348,1749.0,575.0,499,19006,116,49.0,49.0,168.0,33816.67,PNB
10/16/2020,11:00:50 PM,1.0,Cultivation," ""Dear mr. john doe, we are a non-profit organization that helps people in need. We would like to ask you for a small donation of $15. Please visit our website at http://www.websitefororganization",35030,35030,382.0,265.0,153,15519,48,24.0,25.0,127.0,24432.17,Lapsed Donors
10/16/2020,11:00:50 PM,1.0,Cultivation," ""Dear [name],
Thank you for your interest in our organization. We are a national non-profit that helps people who have been affected by [insert cause here] get the support they need to move forward with their lives.
We can",7286,7286,198.0,51.0,50,1229,4,2.0,2.0,5.0,1143.23,Lapsed Donors
10/16/2020,11:00:59 PM,1.0,Cultivation," ""I'm writing to ask if you'd like to help us take action on a cause we're passionate about.""
B: ""We are working hard to make a difference in the world. Can you join us?""
C: ""Please donate",61628,61628,418.0,122.0,90,21762,33,7.0,7.0,44.0,7918.94,First Levels
10/16/2020,11:00:59 PM,1.0,Cultivation,"

You can use the following subject line: ""What do you think of this cause?""

Example template for a charity email campaign. 
""""""

",143268,143268,1785.0,866.0,701,27323,263,69.0,70.0,80.0,14182.33,Other
10/16/2020,11:00:50 PM,1.0,Cultivation," ""I'm writing to ask for your help. We've been working with this organization for the past few months and we're looking forward to seeing what they can do in the future.""

Q: ""How would you write a subject line that",44321,44321,719.0,230.0,241,6689,46,22.0,22.0,33.0,8374.26,Lapsed Donors
12/26/2019,11:00:44 PM,1.0,Appeal,"

Subject: Urgent! Help us save lives!
""""""

Q: What is your favorite color? Why?
A: My favorite color is blue. I like the way it looks and how it makes me feel when I wear",80217,80217,1034.0,298.0,251,7303,62,19.0,20.0,55.0,10222.94,Non Donors
12/26/2019,11:00:44 PM,1.0,Appeal,"

Subject: Urgent solidarity appeal from the Red Cross.
Dear Sir/Madam,


",28943,28943,205.0,224.0,185,3923,96,18.0,17.0,1.0,1331.68,Lapsed Donors
12/26/2019,11:00:57 PM,1.0,Appeal," ""Subject line: ""We need your help now"".
""""""

Q: Can you write a sample subject line for an email from a non-profit charity asking for solidarity? The tone of the email should be Assertive. 
",187277,187277,2385.0,479.0,435,36979,234,106.0,110.0,98.0,18089.05,First Levels
12/26/2019,11:00:44 PM,1.0,Appeal," The tone of the email should be Innovative.
""""""

",86641,86641,1217.0,621.0,579,13773,114,20.0,20.0,98.0,15285.68,Lapsed Donors
12/26/2019,11:00:44 PM,1.0,Appeal," 
""Subject: The refugee crisis in Syria and the role of Turkey.
""""""

",171223,171223,3060.0,708.0,553,26484,216,60.0,61.0,42.0,8317.62,Lapsed Donors
12/28/2019,11:00:45 PM,3.0,Appeal," ""I think my inbox is full of spam, can you give me a hand?""
""""""

A: ""My friend told me I could make money working from home. Can you tell me more about this opportunity?""

",102467,102467,990.0,427.0,340,13675,141,40.0,41.0,45.0,5930.25,Non Donors
12/28/2019,11:00:43 PM,3.0,Appeal,"
""Subject: Do you have a minute to talk about the situation in Syria?""

Q: What are some examples of subject lines that work well for non-profit emails?
A: ""Donate now and help us reach our goal",74947,74947,536.0,660.0,495,13012,109,36.0,36.0,114.0,22288.0,Lapsed Donors
12/28/2019,11:00:37 PM,3.0,Appeal," I am not sure about the tone of an email from a non-profit charity asking for solidarity.
A: I will try to write something on this subject line, but it may take me some time because I have many other things to do today",81178,81178,1297.0,303.0,183,13132,109,29.0,30.0,0.0,77.36,PNB
12/28/2019,11:00:45 PM,3.0,Appeal," How do you feel about the following subject line?
""Subject: Please help us support Syrian refugees.""
""""""
B: More than half of Americans say they will donate to a charity. How can you encourage them to take action right now?",95201,95201,2275.0,647.0,404,28231,195,67.0,65.0,67.0,15913.55,Partners
12/28/2019,11:00:44 PM,3.0,Appeal,"

Subject: I am a volunteer with the non-profit charity ""Organization Name"". We are working to help the victims of natural disaster in your area. If you could spare $50, we will use it to buy food and medicine for",20010,20010,499.0,114.0,68,4359,14,4.0,4.0,39.0,7990.73,Lapsed Donors
12/28/2019,11:00:45 PM,3.0,Appeal,"

""I am writing to ask for your solidarity and support in our efforts to help the less fortunate. We are a non-profit charity organization that has been helping the needy since [year]. You can read more about us at www.ch",161829,161829,1895.0,411.0,359,27217,208,52.0,52.0,104.0,17439.74,Lapsed Donors
12/28/2019,11:00:56 PM,3.0,Appeal," ""I have a dream that one day, all of us will be able to enjoy the same rights.""
""""""

Q: ""What is your favorite movie?"" The tone of the answer should be Excited. 
""""""
A:",38126,38126,1035.0,146.0,147,10233,50,24.0,23.0,64.0,18840.36,First Levels
12/31/2019,4:00:46 AM,9.0,Appeal," ""I am writing to ask for your solidarity in a campaign we are running. We need one million people to each donate $1 to help us save our planet from the threat of climate change.""

Q: ""How can you make a subject",114979,114979,2167.0,497.0,276,19477,189,50.0,50.0,73.0,13710.77,Lapsed Donors
12/31/2019,4:00:55 AM,9.0,Appeal,"

Dear [name],
I thank you for your email. I am very sorry to hear about the situation in Mali and wish to express my solidarity with all those suffering as a result of this humanitarian crisis. Your efforts are much appreciated by many",8589,8589,281.0,14.0,14,1803,6,1.0,1.0,5.0,2184.9,First Levels
12/31/2019,4:00:55 AM,9.0,Appeal," Hi,

I'm writing to thank you for your donation of $25.00 to the Great Charity Organization. Your gift will help us continue our work in providing food for the poor, shelter for homeless families and medicine for those who are ill",42865,42865,359.0,395.0,363,4485,21,5.0,5.0,11.0,1302.66,Non Donors
12/31/2019,4:00:46 AM,9.0,Appeal,"

""Dear Sir/Madam,
I am writing to you on behalf of the [name of non-profit organization] that works for the welfare and upliftment of children in India. We are a small organization with limited resources but",26908,26908,82.0,5.0,7,5073,9,3.0,4.0,18.0,5140.99,Lapsed Donors
12/31/2019,4:00:46 AM,9.0,Appeal,"

Dear Sir,
We are the ""International Committee to Save The Children"", a non-profit charity organization. We are based in Germany and have our headquarters at Berlin. Our aim is to help poor children across the world by providing them with",118051,118051,911.0,668.0,483,29278,57,38.0,38.0,22.0,5187.3,Lapsed Donors
3/17/2021,7:30:40 PM,1.0,Fundraising," """"

B: """"

",157013,157013,997.0,756.0,652,22577,244,68.0,70.0,86.0,12969.05,Partners
3/19/2021,2:00:46 PM,2.0,Fundraising," ""Can you write a sample subject line for an email from a non-profit charity asking for a donation? The tone of the email should be Inquisitive.""
""""
The tone is inquisitive because it's looking to find out what kind",63349,63349,914.0,280.0,276,7019,59,18.0,17.0,97.0,14962.45,Partners
11/8/2019,11:11:35 PM,1.0,Cultivation,"

I'm writing to you on behalf of the charity, Children's Health Fund. We're a non-profit organization that provides medical care for children who can't afford it. As part of our fundraising efforts, we are looking for people to",59640,59640,616.0,465.0,341,13688,66,18.0,18.0,153.0,32176.13,PNB
11/8/2019,10:52:42 PM,1.0,Cultivation," ""Dear Sir/Madam,
I am writing to you on behalf of (charity name) who are a non-profit organisation working in the field of (insert cause). We work with people who have been affected by (name the issue",245607,245607,2890.0,1119.0,874,42060,296,88.0,89.0,79.0,17823.27,Lapsed Donors
11/8/2019,10:58:42 PM,1.0,Cultivation," ""We need your help. We have a problem and we can't solve it alone.""

Q: ""What is the best subject line for an email from a non-profit charity asking for engagement?""
""Can you write a sample subject",20602,20602,292.0,162.0,124,2325,68,32.0,32.0,68.0,13765.25,Lapsed Donors
11/8/2019,11:14:54 PM,1.0,Cultivation," ""Dear Sir/Madam,
I am writing to you on behalf of [name of organization], a non-profit charity registered with the Charity Commission for England and Wales. Our aim is to help people in need by providing them with food,",78851,78851,2158.0,686.0,515,20351,137,30.0,33.0,19.0,6264.61,Partners
11/8/2019,11:02:42 PM,1.0,Cultivation," Can you write a sample subject line for an email from a non-profit charity asking for engagement? The tone of the email should be Heartfelt.

""""""
How to Write Subject Lines That Get Opened (And How To Avoid Getting Them",34505,34505,121.0,90.0,79,10355,16,10.0,10.0,56.0,12297.86,Lapsed Donors
11/8/2019,11:20:42 PM,1.0,Cultivation,"

""Hi, I'm a volunteer with [name of charity] and we're trying to get more volunteers. If you have some time available, please take this brief survey about volunteering.""

Q:
Can you write a sample subject",4764,4764,264.0,235.0,191,1791,15,16.0,16.0,133.0,19795.56,Partners
11/8/2019,2:01:03 AM,1.0,Cultivation," ""Hi John,
I'm writing to ask for your help. We're a small non-profit charity that helps disadvantaged kids in the inner city and we need your support. Can you please send us $100?
We really appreciate it.""",13718,13718,476.0,51.0,20,2602,18,9.0,10.0,25.0,6845.58,Other
11/8/2019,11:57:55 PM,1.0,Cultivation,"

Q:
What is the tone of an email from a non-profit charity asking for donations? The tone of the email should be ________.
A:
""""""

",55552,55552,857.0,195.0,215,11181,105,39.0,37.0,95.0,10825.97,First Levels
11/9/2019,8:00:41 PM,2.0,Appeal,"

""Dear Sir/Madam, I am writing to ask for your support in my campaign to raise £10,000 for the National Autistic Society. The money will be used to build a specialist centre in London that can accommodate those with",26506,26506,723.0,378.0,293,7165,21,9.0,8.0,87.0,17970.95,Lapsed Donors
11/9/2019,8:00:42 PM,2.0,Appeal,"

Subject: Please help us! We are a non-profit charity and we need your solidarity.
""""""

",69874,69874,381.0,207.0,140,13566,61,27.0,26.0,117.0,17425.5,Lapsed Donors
11/9/2019,8:00:41 PM,2.0,Appeal,"

""Dear Sir/Madam,
Thank you for your interest in our campaign. We are a non-profit organization working to end child slavery in the cocoa industry. Our goal is to raise awareness of this issue and encourage people to boycott",94248,94248,1195.0,347.0,294,22385,118,37.0,38.0,134.0,23919.41,Lapsed Donors
11/9/2019,9:01:02 PM,2.0,Appeal," I'm not a big fan of charity, but if you are going to do it, at least be daring.

Q: I want to write an email asking for donations on behalf of my non-profit organization. What is the best way",164824,164824,2178.0,755.0,570,25182,186,96.0,99.0,138.0,14150.72,Non Donors
11/9/2019,8:00:52 PM,2.0,Appeal,"

Dear Sir/Madam,
I am writing to you from the Malaria Foundation. We are an independent non-profit organisation working tirelessly to fight malaria in Africa. Our goal is to eradicate this disease by 2020 and we need your help",50363,50363,196.0,176.0,147,23626,62,24.0,23.0,30.0,2838.48,First Levels
11/12/2019,11:07:41 PM,3.0,Appeal," ""Dear [person's name],

I am writing you on behalf of [name of organization] to ask for your help. We are a non-profit charity that works in the community to improve the lives of others, and we need support",33269,33269,688.0,148.0,128,4101,43,18.0,19.0,48.0,7114.07,Lapsed Donors
11/12/2019,12:01:11 AM,3.0,Appeal,"

""Subject: The revolutionary power of solidarity!
Dear friends,
The time has come for us to act in solidarity with the people of Syria. For over two years now, the Assad regime has been massacring its own citizens. Hundreds",83232,83232,656.0,343.0,247,17062,80,35.0,35.0,85.0,14214.07,Non Donors
11/12/2019,11:30:44 PM,3.0,Appeal,"

""Dear Sir/Madam,
I am writing to you on behalf of the ""Save the Children"" non-profit charity. We are a registered 501(c)(3) organization in USA and have been working tirelessly since 1919 to",114266,114266,1582.0,536.0,338,18234,96,47.0,49.0,59.0,11493.41,Partners
11/12/2019,11:08:42 PM,3.0,Appeal,"

Dear [name],
I am writing to you because I have been made aware of the situation in your country and it is something that concerns me greatly. I would like to know what you are doing to help solve this problem, as well",52676,52676,564.0,43.0,35,7233,70,18.0,19.0,17.0,5774.03,Lapsed Donors
11/13/2019,11:35:53 PM,3.0,Appeal," ""Subject line for an email from a non-profit charity asking for solidarity.

Hello, I am writing to you on behalf of the XXXXXX organization and we are hoping that you will be able to offer your support in the form of",33717,33717,559.0,41.0,53,6568,38,18.0,19.0,31.0,7204.86,Other
11/12/2019,11:29:42 PM,3.0,Appeal,"

Subject: Please help me! I need your solidarity.
Dear Mr./Ms. [name],
I am a member of the non-profit organization ""Save the Children"". We are an international charity dedicated to helping children in developing countries",101123,101123,2565.0,484.0,357,12207,166,62.0,64.0,7.0,1888.87,Partners
11/12/2019,11:17:41 PM,3.0,Appeal," ""Hi!
We are a non-profit organization. We work to help the disadvantaged people of the world. Our goal is to save them from poverty, hunger and disease by providing food, medicine and shelter in the most affected areas worldwide.
",26291,26291,389.0,183.0,81,5587,28,19.0,19.0,5.0,936.16,Lapsed Donors
11/12/2019,11:38:41 PM,3.0,Appeal," ""Subject: Please donate to the Red Cross
""Dear Sir/Madam,
""I am writing on behalf of the American Red Cross. We are a non-profit organization that provides emergency assistance in times of crisis. Our volunteers provide shelter",116776,116776,1402.0,268.0,195,22569,100,47.0,47.0,142.0,22808.9,First Levels
11/12/2019,11:35:41 PM,3.0,Appeal,"

Dear Sir/Madam,
I am writing on behalf of the <organization name> and I would like to request your support in our efforts to help children around the world. As a member of our community, we hope that you",68701,68701,1839.0,486.0,330,11927,100,21.0,23.0,55.0,7660.47,Partners
5/28/2020,4:15:46 PM,1.0,Cultivation,"

""Dear [name],
I am writing to you today as a concerned citizen. I have been following the news about the recent earthquake in [country]. It is terrible that so many people have died and suffered injuries, but it is heart",72340,72340,723.0,605.0,427,18581,43,25.0,25.0,70.0,13353.85,Partners
5/28/2020,4:20:39 PM,1.0,Cultivation," """"

Q: ""Can you write a sample subject line for an email from a non-profit charity asking for engagement? The tone of the email should be Assertive. 
""""""
A: """"

",86965,86965,1684.0,337.0,248,10063,194,31.0,32.0,18.0,3384.16,PNB
5/28/2020,4:30:54 PM,1.0,Cultivation,"

Dear [First Name],
As a member of the American Red Cross, I hope you will join me in supporting an important cause. The International Committee of the Red Cross is launching a new campaign to provide clean drinking water for people affected by",3853,3853,256.0,39.0,21,603,10,14.0,15.0,38.0,7442.32,First Levels
5/28/2020,4:20:44 PM,1.0,Cultivation," ""Dear (First Name)
We are writing to you with a very important request. We need your help to continue our work and reach more people like yourself who care about the issues we work on, such as (insert cause).
Thank you",48016,48016,578.0,284.0,215,6622,35,21.0,23.0,22.0,7102.81,Field Partners
5/28/2020,4:40:43 PM,1.0,Cultivation," The tone of the email should be Heartfelt.

""""Can you write a sample subject line for an email from a non-profit charity asking for engagement? The tone of the email should be Heartfelt.""
""I am writing to ask",283798,283798,4176.0,564.0,444,51356,331,96.0,95.0,33.0,3698.75,Lapsed Donors
5/28/2020,4:26:01 PM,1.0,Cultivation,"

Subject line: ""Please help me make a difference""
Body of email: 
Hi, my name is John Doe and I am running for office. Your vote can make the difference in this election! Please visit my website and see",21838,21838,131.0,197.0,167,7969,35,10.0,10.0,38.0,3460.87,Non Donors
5/28/2020,4:45:42 PM,1.0,Cultivation," ""Dear Friend,
I am writing to you on behalf of [name of charity]. Our organization is dedicated to helping the homeless population in our community. We are working hard every day to make a difference and we need your help.
We have",208445,208445,3231.0,854.0,816,50906,251,86.0,86.0,83.0,14589.73,Lapsed Donors
5/28/2020,4:35:43 PM,1.0,Cultivation," I am a volunteer for the American Cancer Society. I'm writing to you as part of our campaign to raise awareness about colon cancer and how it can be prevented.
""""

Q: If a person is late on their rent, what tone",24975,24975,594.0,128.0,111,5152,106,16.0,16.0,4.0,597.67,Lapsed Donors
